review_vi,review_pre,sentiment
"Giảng viên có khả năng giao tiếp và gắn bó với thực tiễn, giảng viên nhiệt tình, tận tâm.","giảng viên có khả năng giao tiếp và gắn bó với thực tiễn, giảng viên nhiệt tình, tận tâm.",positive
Giảng viên ít khi giải thích bài tập mà chỉ hiển thị kết quả trên phần mềm kết quả và quét nhanh cho đến hết buổi học.,giảng viên ít khi giải thích bài tập mà chỉ hiển thị kết quả trên phần mềm kết quả và quét nhanh cho đến hết buổi học.,negative
Giảng viên có khả năng giao tiếp.,giảng viên có khả năng giao tiếp.,positive
Giảng viên hiếm khi giảng sâu về các ví dụ.,giảng viên hiếm khi giảng sâu về các ví dụ.,negative
"Giảng viên có kỹ năng giao tiếp rất tốt, tôi rất thích.","giảng viên có kỹ năng giao tiếp rất tốt, tôi rất thích.",positive
"Giảng viên ít khi trình bày những kiến ​​thức cần thiết cho sinh viên. Giảng viên đưa ra gợi ý cho học sinh nhưng số lượng gợi ý khá ít, gây khó khăn cho học sinh.","giảng viên ít khi trình bày những kiến ​​thức cần thiết cho sinh viên. giảng viên đưa ra gợi ý cho học sinh nhưng số lượng gợi ý khá ít, gây khó khăn cho học sinh.",negative
Giảng viên có khả năng truyền đạt kiến ​​thức tốt.,giảng viên có khả năng truyền đạt kiến ​​thức tốt.,positive
Giảng viên ít nhiệt tình và giảng bài khó hiểu.,giảng viên ít nhiệt tình và giảng bài khó hiểu.,negative
"Giảng viên có kỹ năng giao tiếp tốt, thường xuyên tạo tình huống để sinh viên thảo luận và luôn lắng nghe mong muốn của sinh viên.","giảng viên có kỹ năng giao tiếp tốt, thường xuyên tạo tình huống để sinh viên thảo luận và luôn lắng nghe mong muốn của sinh viên.",positive
"Giảng viên kém nhiệt tình, nghỉ vài buổi nhưng không thông báo trên daa.","giảng viên kém nhiệt tình, nghỉ vài buổi nhưng không thông báo trên daa.",negative
"Giảng viên có kỹ năng giao tiếp tốt, nhiệt tình và tận tâm.","giảng viên có kỹ năng giao tiếp tốt, nhiệt tình và tận tâm.",positive
Giảng viên không vui.,giảng viên không vui.,negative
"Giảng viên có kỹ năng giao tiếp tốt, dễ hiểu.","giảng viên có kỹ năng giao tiếp tốt, dễ hiểu.",positive
Lớp quá đông nên khó học.,lớp quá đông nên khó học.,negative
Giảng viên có khả năng truyền đạt và có phương pháp giảng dạy dễ hiểu.,giảng viên có khả năng truyền đạt và có phương pháp giảng dạy dễ hiểu.,positive
"Lớp học rất đông học sinh, ngồi xa sẽ không nhìn rõ slide giáo viên chiếu lên bảng vì chữ trong phòng wzjwz166 chữ nhỏ và mờ nên khó tiếp thu bài.","lớp học rất đông học sinh, ngồi xa sẽ không nhìn rõ slide giáo viên chiếu lên bảng vì chữ trong phòng wzjwz166 chữ nhỏ và mờ nên khó tiếp thu bài.",negative
Giảng viên có kiến ​​thức chuyên môn cao và kỹ năng giao tiếp tốt.,giảng viên có kiến ​​thức chuyên môn cao và kỹ năng giao tiếp tốt.,positive
"Quy mô lớp học nên nhỏ hơn, khoảng 50 sinh viên là được.","quy mô lớp học nên nhỏ hơn, khoảng 50 sinh viên là được.",negative
"Giảng viên có kiến ​​thức chuyên môn và tổng hợp rất tốt, tài năng, giỏi ngoại ngữ, nhẹ nhàng, gần gũi với học sinh.","giảng viên có kiến ​​thức chuyên môn và tổng hợp rất tốt, tài năng, giỏi ngoại ngữ, nhẹ nhàng, gần gũi với học sinh.",positive
"Lớp học thụ động, nhàm chán.","lớp học thụ động, nhàm chán.",negative
Giảng viên có kiến ​​thức chuyên sâu về môn học.,giảng viên có kiến ​​thức chuyên sâu về môn học.,positive
"Lớp thực hành hầu như không làm gì cả. Mặc dù lúc đầu cô dạy và thực hành nhưng nó rất ít so với việc áp dụng vào triển khai dự án. Sau đó, cô hầu như không dạy gì cả.","lớp thực hành hầu như không làm gì cả. mặc_dù lúc đầu cô dạy và thực hành nhưng nó rất ít so với việc áp dụng vào triển khai dự án. sau đó, cô hầu như không dạy gì cả.",negative
Giảng viên có kiến ​​thức rộng và nhiệt tình giảng dạy.,giảng viên có kiến ​​thức rộng và nhiệt tình giảng dạy.,positive
Không nên học lớp thực hành trước lớp lý thuyết.,không nên học lớp thực hành trước lớp lý thuyết.,negative
Giảng viên có kiến ​​thức rộng và giảng dạy nhiệt tình.,giảng viên có kiến ​​thức rộng và giảng dạy nhiệt tình.,positive
"Khả năng bảo quản trang bị của lớp thực hành nhóm 2 quá yếu do trang bị không được chia thành các nhóm cố định. Khi đến tập luyện nhóm 1, dụng cụ trong bộ đồ nghề được giao cho nhóm của họ còn thiếu và hư hỏng linh tinh.","khả năng bảo quản trang bị của lớp thực hành nhóm 2 quá yếu do trang bị không được chia thành các nhóm cố định. khi đến tập luyện nhóm 1, dụng cụ trong bộ đồ nghề được giao cho nhóm của họ còn thiếu và hư hỏng linh tinh.",negative
Giảng viên có kiến ​​thức sâu rộng.,giảng viên có kiến ​​thức sâu rộng.,positive
"Lớp thực hành quá nhàm chán, học sinh chỉ đến lớp hình thức.","lớp thực hành quá nhàm chán, học sinh chỉ đến lớp hình thức.",negative
"Các lớp thực hành thường bị hủy không lý do, giáo viên thực hành ít tâm huyết, không hướng dẫn học viên.","các lớp thực hành thường bị hủy không lý do, giáo viên thực hành ít tâm huyết, không hướng dẫn học viên.",negative
"Giảng viên có kiến ​​thức vững chắc, kỹ năng giao tiếp tốt và tận tâm.","giảng viên có kiến ​​thức vững chắc, kỹ năng giao tiếp tốt và tận tâm.",positive
Giảng viên giàu kinh nghiệm.,giảng viên giàu kinh nghiệm.,positive
"Lớp học thường xuyên thay đổi giáo viên, nhiều lớp nghỉ học không báo trước.","lớp học thường xuyên thay đổi giáo viên, nhiều lớp nghỉ học không báo trước.",negative
Giảng viên có kinh nghiệm thực tế.,giảng viên có kinh nghiệm thực tế.,positive
"Lớp trưởng quản lý 19 - 20 nhóm trong lớp, điều này đòi hỏi lớp trưởng phải có kiến ​​thức tốt và trách nhiệm.","lớp trưởng quản lý 19 _ 20 nhóm trong lớp, điều này đòi hỏi lớp trưởng phải có kiến ​​thức tốt và trách nhiệm.",negative
"Giảng viên có kỹ năng tốt, truyền đạt dễ hiểu, dễ áp ​​dụng.","giảng viên có kỹ năng tốt, truyền đạt dễ hiểu, dễ áp ​​dụng.",positive
Lớp trưởng có trách nhiệm kém.,lớp trưởng có trách nhiệm kém.,negative
Giảng viên có đầy đủ lớp học.,giảng viên có đầy đủ lớp học.,positive
Lớp wzjwz1 nên học trong phòng máy tính tốt hơn một chút nhé?,lớp wzjwz1 nên học trong phòng máy tính tốt hơn một chút nhé?,negative
Giảng viên có nhiều bài tập giúp học sinh hiểu bài và có thể áp dụng vào thực tế.,giảng viên có nhiều bài tập giúp học sinh hiểu bài và có thể áp dụng vào thực tế.,positive
Lớp wzjwz76 tài năng của em nên học ở phòng máy tốt với chất lượng ổn định hơn.,lớp wzjwz76 tài năng của em nên học ở phòng máy tốt với chất lượng ổn định hơn.,negative
Giảng viên có nhiều kinh nghiệm.,giảng viên có nhiều kinh nghiệm.,positive
"Khi báo cáo đồ án, giáo viên của mỗi nhóm đều quá nghiêm khắc, khiến việc thực hiện rất tốn thời gian.","khi báo cáo đồ án, giáo viên của mỗi nhóm đều quá nghiêm khắc, khiến việc thực hiện rất tốn thời gian.",negative
Giảng viên có nhiều kinh nghiệm chuyên môn.,giảng viên có nhiều kinh nghiệm chuyên môn.,positive
"Khi chấm điểm bài tập trên lớp, hãy hỏi học sinh những câu đố.","khi chấm điểm bài tập trên lớp, hãy hỏi học sinh những câu đố.",negative
Giảng viên có nhiều phương pháp giảng dạy tốt.,giảng viên có nhiều phương pháp giảng dạy tốt.,positive
Khi cho phép chỉnh sửa thì thời gian cụ thể không được công bố mà chỉ “buổi tối”.,khi cho phép chỉnh sửa thì thời gian cụ thể không được công bố mà chỉ “buổi tối”.,negative
Giảng viên có nhiều ví dụ và bài tập để minh họa cho bài học.,giảng viên có nhiều ví dụ và bài tập để minh họa cho bài học.,positive
"Lúc đầu, mã môn it006dote12 bị lỗi kỹ thuật có 2 dấu chấm nên học sinh không thể thêm môn học vào hệ thống moodle nên giáo viên phải cung cấp tài liệu cho học sinh qua trang google.","lúc đầu, mã môn it006dote12 bị lỗi kỹ thuật có 2 dấu chấm nên học sinh không thể thêm môn học vào hệ thống moodle nên giáo viên phải cung cấp tài liệu cho học sinh qua trang google.",negative
"Giảng viên có phương pháp giảng dạy tốt, cập nhật, phù hợp với học viên.","giảng viên có phương pháp giảng dạy tốt, cập nhật, phù hợp với học viên.",positive
"Lúc đầu chúng tôi đồng ý không làm đồ án nhưng cuối cùng lại ép học sinh làm đồ án, khiến học sinh bất ngờ!","lúc đầu chúng_tôi đồng ý không làm đồ án nhưng cuối cùng lại ép học sinh làm đồ án, khiến học sinh bất ngờ!",negative
Giáo viên quan tâm đến nhu cầu học tập của học sinh.,giáo viên quan tâm đến nhu cầu học tập của học sinh.,positive
Lúc đầu thầy ghét vì thầy giải thích những điều khó hiểu và bắt em làm những việc như “trời đất”.,lúc đầu thầy ghét vì thầy giải thích những điều khó hiểu và bắt em làm những việc như “trời đất”.,negative
"Giảng viên quan tâm đến học sinh, đặc biệt là học sinh trung bình, yếu và sắp xếp lịch học các lớp phụ đạo.","giảng viên quan tâm đến học sinh, đặc biệt là học sinh trung bình, yếu và sắp xếp lịch học các lớp phụ đạo.",positive
Lúc đầu khi bắt đầu học tôi không tập trung vào nội dung và lãng phí thời gian nhưng về sau tôi tập trung hơn vào việc học.,lúc đầu khi bắt đầu học tôi không tập trung vào nội dung và lãng phí thời gian nhưng về sau tôi tập trung hơn vào việc học.,negative
Giảng viên sử dụng hệ thống micro và loa để sinh viên có thể dễ dàng nghe và hiểu vấn đề giảng viên đang giảng dạy.,giảng viên sử dụng hệ thống micro và loa để sinh viên có thể dễ dàng nghe và hiểu vấn đề giảng viên đang giảng dạy.,positive
